json_file,cycle_index,n_tokens,rle_colors,rotated_to_order,rotation_applied,start_orientation,flash_count,flash_positions_norm,flash_color_hits,base4_seq
v15044gf0000d2j6b17og65tfia5e8sg.json.sequence.json,0,139,Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Pink/Magenta|Blue|Pink/Magenta|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Blue|Pink/Magenta|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta,Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Pink/Magenta|Blue|Pink/Magenta|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Blue|Pink/Magenta|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta,False,,39,0.0|0.014|0.022|0.094|0.123|0.138|0.167|0.232|0.239|0.246|0.261|0.275|0.304|0.341|0.384|0.391|0.399|0.522|0.543|0.572|0.58|0.616|0.623|0.63|0.638|0.659|0.696|0.71|0.717|0.725|0.746|0.761|0.768|0.812|0.833|0.855|0.884|0.957|0.964,Blue|Pink/Magenta|Pink/Magenta|Green|Blue|Pink/Magenta|Pink/Magenta|Pink/Magenta|Blue|Blue|Blue|Blue|Blue|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Blue|Blue|Pink/Magenta|Pink/Magenta|Green|Blue|Blue|Blue|Blue|Blue|Blue|Pink/Magenta|Blue|Blue|Pink/Magenta|Blue|Pink/Magenta|Pink/Magenta|Blue|Blue,010101210130101013101310101012010101010101310130101
v15044gf0000d2jrvv7og65q7lr92if0.json.sequence.json,0,79,Yellow|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Blue|Pink/Magenta|Blue|Yellow|Pink/Magenta|Yellow|Blue|Yellow|Pink/Magenta|Yellow|Unknown|Yellow|Pink/Magenta|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Yellow|Blue|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta,Yellow|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Blue|Pink/Magenta|Blue|Yellow|Pink/Magenta|Yellow|Blue|Yellow|Pink/Magenta|Yellow|Unknown|Yellow|Pink/Magenta|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Yellow|Blue|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta,False,,17,0.115|0.154|0.167|0.179|0.192|0.231|0.308|0.321|0.41|0.538|0.603|0.615|0.628|0.641|0.654|0.821|0.91,Pink/Magenta|Yellow|Blue|Blue|Pink/Magenta|Blue|Pink/Magenta|Pink/Magenta|Unknown|Yellow|Yellow|Yellow|Yellow|Yellow|Yellow|Yellow|Blue,
v15044gf0000d2js9uvog65r8b9dc63g.json.sequence.json,0,164,Blue|Green|Blue|Pink/Magenta|Blue|Yellow|Green|Blue|Yellow|Blue|Green|Blue|Green|Pink/Magenta|Green|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Yellow|Green|Pink/Magenta|Blue|Pink/Magenta|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Yellow|Green|Pink/Magenta|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Pink/Magenta|Blue|Green|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Green|Blue|Pink/Magenta|Green|Blue|Pink/Magenta|Yellow|Blue|Yellow|Pink/Magenta|Yellow|Blue|Pink/Magenta|Yellow|Pink/Magenta|Green|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue|Green|Pink/Magenta|Green|Pink/Magenta|Yellow|Blue|Pink/Magenta|Green|Blue|Yellow|Blue|Yellow|Pink/Magenta|Green|Pink/Magenta|Blue|Green|Yellow|Blue|Yellow|Blue,Yellow|Blue|Pink/Magenta|Green|Blue|Yellow|Blue|Yellow|Pink/Magenta|Green|Pink/Magenta|Blue|Green|Yellow|Blue|Yellow|Blue|Blue|Green|Blue|Pink/Magenta|Blue|Yellow|Green|Blue|Yellow|Blue|Green|Blue|Green|Pink/Magenta|Green|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Yellow|Green|Pink/Magenta|Blue|Pink/Magenta|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Yellow|Green|Pink/Magenta|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Pink/Magenta|Blue|Green|Pink/Magenta|Blue|Pink/Magenta|Yellow|Pink/Magenta|Green|Blue|Pink/Magenta|Green|Blue|Pink/Magenta|Yellow|Blue|Yellow|Pink/Magenta|Yellow|Blue|Pink/Magenta|Yellow|Pink/Magenta|Green|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue|Green|Pink/Magenta|Green|Pink/Magenta,True,↑,26,0.043|0.221|0.227|0.233|0.245|0.27|0.282|0.294|0.313|0.319|0.325|0.337|0.344|0.362|0.374|0.387|0.454|0.601|0.62|0.626|0.742|0.748|0.933|0.969|0.975|1.0,Blue|Blue|Green|Pink/Magenta|Green|Blue|Pink/Magenta|Blue|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Pink/Magenta|Blue|Blue|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Blue|Blue,3012030312102303002010320302021210120321010310101321301012102101312012013031301312310102121
v15044gf0000d2jt6u7og65s1kh4jhq0.json.sequence.json,0,74,Yellow|Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta|Blue|Yellow|Blue|Yellow|Blue|Yellow|Blue|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta|Blue|Yellow,Yellow|Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta|Blue|Yellow|Blue|Yellow|Blue|Yellow|Blue|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta|Blue|Yellow,False,↓,8,0.082|0.329|0.342|0.452|0.466|0.603|0.685|0.753,Blue|Pink/Magenta|Pink/Magenta|Pink/Magenta|Blue|Blue|Blue|Blue,3030101010101010301030303010301030103
v15044gf0000d2jt9vfog65vjgteco5g.json.sequence.json,0,46,Yellow|Blue|Yellow|Green|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue,Yellow|Blue|Yellow|Green|Yellow|Pink/Magenta|Blue|Pink/Magenta|Blue,False,↓,9,0.0|0.022|0.111|0.133|0.156|0.178|0.222|0.822|0.978,Yellow|Blue|Yellow|Yellow|Yellow|Yellow|Yellow|Yellow|Blue,303231010
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,0,40,Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Yellow|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta|Yellow|Blue|Pink/Magenta|Green|Yellow|Blue|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Pink/Magenta,Yellow|Blue|Pink/Magenta|Green|Yellow|Blue|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Yellow|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta,True,↑,6,0.0|0.077|0.359|0.615|0.667|0.769,Blue|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta,301230213132103010120303101
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,1,40,Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Yellow|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta|Yellow|Blue|Pink/Magenta|Green|Yellow|Blue|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Pink/Magenta,Yellow|Blue|Pink/Magenta|Green|Yellow|Blue|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Yellow|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta,True,↑,6,0.0|0.077|0.359|0.615|0.667|0.769,Blue|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta,301230213132103010120303101
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,2,58,Green|Pink/Magenta|Green|Blue|Green|Yellow|Pink/Magenta|Green|Pink/Magenta|Yellow|Green|Pink/Magenta|Green|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Green|Pink/Magenta|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Pink/Magenta|Yellow|Blue|Yellow|Unknown|Pink/Magenta|Yellow,Green|Pink/Magenta|Green|Blue|Green|Yellow|Pink/Magenta|Green|Pink/Magenta|Yellow|Green|Pink/Magenta|Green|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Green|Pink/Magenta|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Pink/Magenta|Yellow|Blue|Yellow|Unknown|Pink/Magenta|Yellow,False,↓,16,0.018|0.035|0.193|0.228|0.263|0.281|0.298|0.316|0.404|0.421|0.439|0.561|0.807|0.912|0.93|0.947,Pink/Magenta|Pink/Magenta|Pink/Magenta|Green|Yellow|Green|Green|Green|Green|Yellow|Yellow|Pink/Magenta|Green|Unknown|Unknown|Pink/Magenta,
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,3,136,Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Yellow|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta|Yellow|Blue|Pink/Magenta|Green|Yellow|Blue|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Pink/Magenta|Blue|Pink/Magenta|Green|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Green|Yellow|Green|Blue|Pink/Magenta|Green|Blue|Green|Blue|Yellow|Blue|Green|Blue|Pink/Magenta|Green|Yellow|Green|Yellow|Green|Pink/Magenta|Green|Blue|Green|Yellow|Pink/Magenta|Green|Pink/Magenta|Yellow|Green|Pink/Magenta|Green|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Green|Pink/Magenta|Yellow|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow,Yellow|Blue|Pink/Magenta|Green|Yellow|Blue|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Pink/Magenta|Blue|Pink/Magenta|Green|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Green|Yellow|Green|Blue|Pink/Magenta|Green|Blue|Green|Blue|Yellow|Blue|Green|Blue|Pink/Magenta|Green|Yellow|Green|Yellow|Green|Pink/Magenta|Green|Blue|Green|Yellow|Pink/Magenta|Green|Pink/Magenta|Yellow|Green|Pink/Magenta|Green|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Green|Pink/Magenta|Yellow|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Yellow|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta,True,↑,24,0.0|0.022|0.104|0.178|0.193|0.222|0.437|0.519|0.6|0.607|0.674|0.689|0.704|0.711|0.719|0.726|0.763|0.77|0.778|0.83|0.896|0.985|0.993|1.0,Blue|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta|Blue|Blue|Pink/Magenta|Pink/Magenta|Pink/Magenta|Green|Yellow|Green|Green|Green|Green|Yellow|Yellow|Pink/Magenta|Yellow|Yellow|Yellow|Yellow,30123021313210123131232012020302012323212023121321231312132131303010120303101
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,4,40,Blue|Yellow|Blue|Pink/Magenta|Green|Blue|Yellow|Blue|Green|Yellow|Green|Yellow|Blue|Yellow|Blue|Green|Blue|Green|Blue|Green|Blue|Yellow,Yellow|Blue|Pink/Magenta|Green|Blue|Yellow|Blue|Green|Yellow|Green|Yellow|Blue|Yellow|Blue|Green|Blue|Green|Blue|Green|Blue|Yellow|Blue,True,↓,19,0.0|0.051|0.103|0.128|0.154|0.205|0.256|0.308|0.436|0.462|0.513|0.667|0.692|0.718|0.744|0.795|0.949|0.974|1.0,Blue|Yellow|Blue|Pink/Magenta|Green|Blue|Yellow|Blue|Green|Green|Blue|Blue|Blue|Blue|Green|Blue|Blue|Blue|Yellow,3012030232303020202030
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,5,27,Blue|Pink/Magenta|Green|Blue|Yellow|Green|Pink/Magenta|Yellow|Green|Yellow|Pink/Magenta|Yellow|Green|Yellow,Green|Yellow|Blue|Pink/Magenta|Green|Blue|Yellow|Green|Pink/Magenta|Yellow|Green|Yellow|Pink/Magenta|Yellow,True,↑,8,0.038|0.115|0.192|0.231|0.308|0.423|0.615|0.769,Pink/Magenta|Blue|Green|Green|Yellow|Yellow|Pink/Magenta|Green,23012032132313
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,6,1,Blue,Blue,False,,1,0.0,Blue,0
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,7,16,Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Green,Yellow|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Pink/Magenta|Green,False,,1,0.867,Yellow,3131312
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,8,8,Pink/Magenta|Yellow|Blue|Yellow,Pink/Magenta|Yellow|Blue|Yellow,False,,1,0.286,Yellow,1303
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,9,23,Pink/Magenta|Yellow|Blue|Green|Yellow|Blue|Green|Pink/Magenta|Yellow|Green|Yellow|Green|Yellow|Green,Pink/Magenta|Yellow|Blue|Green|Yellow|Blue|Green|Pink/Magenta|Yellow|Green|Yellow|Green|Yellow|Green,False,↑,1,0.864,Yellow,13023021323232
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,10,17,Pink/Magenta|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Green|Blue|Pink/Magenta,Pink/Magenta|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Blue|Green|Blue|Pink/Magenta,False,,5,0.312|0.562|0.688|0.812|0.938,Blue|Pink/Magenta|Blue|Green|Blue,1301010201
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,11,40,Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Yellow|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta|Yellow|Blue|Pink/Magenta|Green|Yellow|Blue|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Yellow,Yellow|Blue|Pink/Magenta|Green|Yellow|Blue|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Yellow|Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Yellow|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta,True,↑,6,0.0|0.077|0.359|0.615|0.667|0.769,Blue|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta,301230213132303010120303101
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,12,28,Yellow|Green|Pink/Magenta|Green|Pink/Magenta|Blue|Yellow|Blue|Yellow|Blue|Yellow|Pink/Magenta|Yellow|Blue|Yellow|Green|Pink/Magenta|Yellow|Blue|Yellow,Yellow|Green|Pink/Magenta|Green|Pink/Magenta|Blue|Yellow|Blue|Yellow|Blue|Yellow|Pink/Magenta|Yellow|Blue|Yellow|Green|Pink/Magenta|Yellow|Blue|Yellow,False,↑,3,0.519|0.741|1.0,Yellow|Yellow|Yellow,32121030303130321303
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,13,1,Pink/Magenta,Pink/Magenta,False,↑,0,,,1
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,14,20,Blue|Green|Yellow|Blue|Pink/Magenta|Green|Blue|Pink/Magenta|Yellow|Pink/Magenta|Green,Green|Yellow|Blue|Pink/Magenta|Green|Blue|Pink/Magenta|Yellow|Pink/Magenta|Green|Blue,True,↑,2,0.0|0.789,Blue|Pink/Magenta,23012013120
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,15,40,Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Yellow|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta|Yellow|Blue|Pink/Magenta|Green|Yellow|Blue|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Pink/Magenta,Yellow|Blue|Pink/Magenta|Green|Yellow|Blue|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Yellow|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta,True,↑,6,0.0|0.077|0.359|0.615|0.667|0.769,Blue|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta,301230213132103010120303101
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,16,35,Blue|Unknown|Pink/Magenta|Unknown|Blue|Unknown|Yellow|Unknown|Pink/Magenta|Unknown|Green|Unknown|Pink/Magenta|Unknown|Blue|Unknown|Pink/Magenta|Blue|Green|Unknown|Yellow|Unknown|Green|Blue|Unknown|Pink/Magenta|Yellow|Green,Blue|Unknown|Pink/Magenta|Unknown|Blue|Unknown|Yellow|Unknown|Pink/Magenta|Unknown|Green|Unknown|Pink/Magenta|Unknown|Blue|Unknown|Pink/Magenta|Blue|Green|Unknown|Yellow|Unknown|Green|Blue|Unknown|Pink/Magenta|Yellow|Green,False,↑,2,0.088|0.118,Unknown|Unknown,
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,17,3,Yellow,Yellow,False,↓,2,0.0|1.0,Yellow|Yellow,3
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,18,1,Blue,Blue,False,,1,0.0,Blue,0
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,19,40,Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Yellow|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta|Yellow|Blue|Pink/Magenta|Green|Yellow|Blue|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Pink/Magenta,Yellow|Blue|Pink/Magenta|Green|Yellow|Blue|Green|Pink/Magenta|Yellow|Pink/Magenta|Yellow|Green|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Yellow|Blue|Yellow|Pink/Magenta|Blue|Pink/Magenta,True,↑,6,0.0|0.077|0.359|0.615|0.667|0.769,Blue|Pink/Magenta|Blue|Yellow|Blue|Pink/Magenta,301230213132103010120303101
v15044gf0000d2tq7hnog65n4dbc2500_e010_005250_inlinefast.json.sequence.json,20,13,Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Yellow,Blue|Yellow|Blue|Pink/Magenta|Blue|Pink/Magenta|Green|Blue|Yellow,False,↑,2,0.0|0.25,Blue|Pink/Magenta,030101203
